product_id,product category,product_weight_g,product_length_cm,product_height_cm,product_width_cm
e24f73b7631ee3fbb2ab700a9acaa258,Fashion Bags and Accessories,2250,22,15,20
0417855683de23ba1e20e8a358a5ac7c,automotive,1475,68,9,35
11dc4053871ff53ff79fb1fc7e6b160f,sport leisure,1600,100,7,11
8729e9bc4b7f0422448d80ed35ae329d,HEALTH BEAUTY,1650,25,30,20
eced39e6c33db4b865ea46d12dde67d8,toys,650,35,10,15
bad5bc36e62c12c840045474c6dbe021,housewares,900,21,34,34
afce90df29b9a0c1bfe5e1033f1197b1,telephony,75,19,3,11
06efa56b8557e1efcb2c107f55d1a8dd,Garden tools,600,19,7,14
fa9cf28beaafe4f4bec59550f6c76481,Furniture Decoration,400,35,6,15
0bb7cb61f1957f79dac582ab66ccdc1f,housewares,553,18,9,15
ad19bca6e0f1919433d7e21d534ddb50,General Interest Books,900,18,25,16
334995514673fb6bae67885458b52984,housewares,250,25,25,25
95578be74a242e7a0eae084908bbb5f8,Furniture office,14900,58,28,58
288d91794eb2b14fed9ed5e469cb87c3,bed table bath,1100,16,10,16
f72379337062680ca5a2b7b0275913d8,Furniture Decoration,2050,30,22,18
24f9f99148480cd31288ed4e7d962e15,Furniture Decoration,850,69,11,11
4c505e52bedf9651c08793647c925e65,bed table bath,350,16,10,16
77c0d362526797bf132aaf564b1e436d,Garden tools,1400,20,20,30
c23381297fa734ea441a15d723199fb5,computer accessories,200,20,20,20
8b6a57fbcf171e0a44f97af7af858939,computer accessories,617,17,14,17
78bd107dbc2f94f453c1bac8d2b4ede1,housewares,2600,16,41,41
ef76ea9ee88ad60b9680c7635f2baaa8,drinks,200,20,9,14
c8a0fe4fb537a7864e6aca0477a6da9c,bed table bath,2000,49,16,39
6bb81626d06fafb4d7eab61ac9ed70c6,HEALTH BEAUTY,266,20,8,18
9339df4b551cc289617ed742b9af7925,telephony,200,19,4,11
09c3d39641970009c198caed304ccfc4,babies,300,68,7,13
7130a7cfbe3bb2f11f6524e0cec6eafe,pet Shop,300,16,16,16
76fffd0056ad48fbddac939c05e05cff,Watches present,200,16,2,20
e05646078b508ff048d63d3af7775ca1,electrostile,1300,20,16,20
15571dce56ff7d152dab99a0bc8354d5,sport leisure,482,18,11,16
c571bd52d56c393e52b38a593da5950f,bed table bath,550,16,10,16
2efbce46d36d9af306d4300db163b276,HEALTH BEAUTY,270,16,16,15
a453b4ccccf554efba31d5ada5a59a60,telephony,300,17,4,12
0d79e2972015716ede4fabeb5b60f8c6,Market Place,2150,40,25,30
2068e3435a38f6a3cc95ba89a96378ab,automotive,3300,35,20,20
28e410092e56a080e14595c053d0bbe8,perfumery,200,16,16,16
c5c66926b3f964b8cf9e7dfb1150d13e,sport leisure,200,21,9,13
3488d2ce36e718097c1509444289ef7f,perfumery,514,18,12,15
a0ff95d002b9e836b60b47e97a200f93,Casa Construcao,3100,38,28,28
068ceaa8a3d9d385cbf53d5335f89f80,housewares,1200,27,18,23
a7b42937ab954b0e03bcf6cc35209940,sport leisure,250,16,10,16
fea2f92877b647dc07ea8e3f4aa2cf3f,toys,7400,45,29,53
b52e7c92200ed9874e77bc09b5ed4d40,La Cuisine,7600,55,15,55
a8bb7885faf316d9a5062d42d2b2fba4,sport leisure,875,40,26,20
63f52009dc3ddb733394e80183aed0f0,Furniture Decoration,700,35,7,27
2de11f4242720888f88ebe396a8332f7,Furniture office,900,17,10,15
62224b433a431310bf27129938ad9f64,sport leisure,700,49,12,27
b2083bcfc8768380dd0e31d612e96d08,bed table bath,1100,16,10,16
93719014f156d3fa9e0511cd0ab96315,Cool Stuff,1150,28,10,25
f86faff2fff9d021e363dc81bfd16930,Cool Stuff,900,25,10,25
629beb8e7317703dcc5f35b5463fd20e,,1400,25,25,25
5563f6b699b362e1bd6a2e1e650f52bd,technical books,2050,29,5,21
7e437c1d65a7baab7e7ca6c9f4e98b84,HEALTH BEAUTY,2150,28,32,11
012dd0e1c1f14325ee35f06748329355,HEALTH BEAUTY,490,30,5,25
b72e63f4630dcaded1689b28efa4c583,toys,1000,30,13,30
e791e580a2421e4471aebb0629c705c1,computer accessories,200,16,4,14
aeeb6146e21d11416d01b0e03c2de06e,housewares,500,19,13,20
e91f30f35875789d4b7d14610aa88c15,bed table bath,500,16,10,16
3a78f64aac654298e4b9aff32fc21818,,4300,30,10,48
ff7ac89ca5b77d0fb5f8a65262d73956,perfumery,1000,20,14,13
1684f99c7e0e67403e52a7783366870f,automotive,4200,78,4,47
7715f7da32957a84ad267799121a90e2,perfumery,350,16,11,11
ac1290e4432c1f2662b71ac47da47691,telephony,125,19,3,11
b23cfa104a0f297458ecebea590a33d5,telephony,100,19,3,11
5b488b474a4f2519b7826390b1873a58,housewares,4100,51,31,31
ce8a29973a1fed3f8d22ea5514d9ea07,electronics,200,20,20,20
4c7d111494b1116a2bec5e2d940e3439,Games consoles,300,23,3,11
4803f125e17a7b5fc363202349fbf14f,housewares,8400,50,28,31
7db409a594f815ca2267b5383d139ee7,housewares,1550,46,10,35
8fec581a22f1e87d7e0f0a0da4626a82,housewares,600,17,17,18
2ac6c3f94b62b0d60ac5b907bdb42cd4,Fashion Bags and Accessories,200,16,2,20
ad0e74d7a7848008daa87492dff8db9f,automotive,500,16,21,18
65ded196f8f1dbea9916be9b6fcfa0b7,Construction Tools Tools,1250,22,17,20
a4944a8b60acfe399f15f45892bc5639,computer accessories,667,27,19,20
a314a62cff3e5725f545fa263aed7a7b,bed table bath,300,40,4,30
f159439c5c382fae366d444e05c590c1,perfumery,400,18,18,12
083178fd17a5d863811733e46fc529ef,sport leisure,450,25,25,25
8eed5d27f5b8c6248731efb4782f6141,automotive,2800,16,2,11
39fab2af0c4e38ee29c6b8e05c81f93a,Furniture Decoration,250,20,6,11
70c325280f670aee445babb3400cf804,Furniture Decoration,250,35,5,25
f3dadecca4b876a315481c79b8adcf16,pet Shop,300,24,12,12
bcb815bba008d89458e428078c0b9211,,150,16,2,11
e3ace35fe59021565fa9989acfdf8f3a,Furniture Decoration,1000,35,25,25
f9f899bf492ac59cf645a6c93eb91e05,Furniture Decoration,6267,36,40,36
590d6cb76092faa04d717fe406c66f88,sport leisure,2653,53,15,36
f0e14d7b2230a53543506024021cc3ef,Furniture Decoration,3000,69,11,11
c01cc7b6054e22d68972a35df1e0c249,automotive,8500,18,29,13
2ca9132c1c90ff5060c3ff9047904e5a,sport leisure,2120,26,25,25
2043cae78c8b731c405c7329a05154b2,electrostile,750,30,30,30
89904bec271974d069685a6568091c8a,HEALTH BEAUTY,200,16,16,12
3bcf64d8d26d6e06bd568d27fe31d8e8,bed table bath,1650,35,20,30
47de5f36ace720b578ca1b30d0b45b8d,computer accessories,900,26,13,21
97250c682244b5b6618aec504ceb9656,housewares,150,32,5,16
df1ff6c9a263464ba1ea7cd3de5e8633,housewares,800,31,5,21
603751cec205d947f27ef1ab32b7fb26,Cool Stuff,700,20,20,20
17da5d80ea0eeabd565083183027d588,drinks,700,20,20,20
b5d214651360e2d58e13b48ae69c6199,babies,10400,100,23,27
a2f4e28e50f60566eeb99f842ffc0fd9,musical instruments,5850,40,9,105
9d0a2db5144d569d5ce5375bb0f4de36,bed table bath,75,17,12,17
41ae9f1ae64408cbe2b980a3227f04b3,stationary store,1000,27,10,20
8f9dc141063eb39ea09a9df984895c50,automotive,1475,32,28,28
05d7deab2f99410d5fa21a75deaa1fad,Fashion Bags and Accessories,750,36,18,36
84a77e7e0bd4806ffd493e8a8c37737d,stationary store,3600,36,8,15
1fd78e3ef5fc49eddd84e82c035b682c,Furniture Decoration,2200,28,28,38
955821b9200f75f399d091f381821044,home appliances,150,20,13,15
32e12dbd1df2c2b6831ba26dc8325d1f,Casa Construcao,1750,30,20,30
48aaba1523759485364bcd94f4d4c4f5,sport leisure,1300,44,8,30
dd2ca29c9d0f93d3b1d28d7d7ee3025c,Room Furniture,7750,33,25,33
cc95f2435cc780a6992154d6a29ff226,housewares,3100,32,26,21
1c36a5285f7f3b1ed2637d7c528ce5ff,Bags Accessories,1600,55,37,30
d899300bb0834fde956e80ce7ca0c958,Watches present,350,19,13,13
9f22d89800e8f59f79d50aa9d732f5e2,HEALTH BEAUTY,888,18,17,18
7486c1fa8968fae4af4c32882f72dbe6,computer accessories,150,16,4,14
80a96c144008b8446632f872d3b1a3ed,housewares,1025,25,23,25
46a44fef61c4835cb2cc8f39f0ce0752,housewares,250,20,9,12
d2fac83bdc41acb845baf953df64155a,bed table bath,450,45,15,35
dbb00dd9b017066946537423958bd4ea,HEALTH BEAUTY,1000,16,12,13
b2cadfc2d6da74fba3a372470641ba61,housewares,400,16,9,12
bb8248b78690e295b4978f78009e4b94,telephony,150,21,7,14
3931aaf38ba4cc928100541ff51b82ff,computer accessories,400,16,4,16
8cf7e354e6d9f04a09f4d59bc77dcc8e,Construction Tools Garden,9500,56,30,28
1a986b4015f20a3c26d8573a46dcf65e,Cool Stuff,300,34,5,27
